state_01,state_02,state_name_01,state_name_02,contig,improvement,p_value,vep_01,index_01,census_reg_01,urban_index_01,White_01,Black_01,Indian_01,Asian_01,Hawaiian_01,Other_01,med_inc_01,population_01,mrp_ideology_01,demshare_pres_01,year_01,policy_updated_01,policy_updated_economic_01,policy_updated_social_01,vep_02,index_02,census_reg_02,urban_index_02,White_02,Black_02,Indian_02,Asian_02,Hawaiian_02,Other_02,med_inc_02,population_02,mrp_ideology_02,demshare_pres_02,year_02,policy_updated_02,policy_updated_economic_02,policy_updated_social_02,dif_urban_index,std_dif_urban_index,dif_White,std_dif_White,dif_Black,std_dif_Black,dif_Indian,std_dif_Indian,dif_Asian,std_dif_Asian,dif_Hawaiian,std_dif_Hawaiian,dif_Other,std_dif_Other,dif_med_inc,std_dif_med_inc,dif_population,std_dif_population,dif_mrp_ideology,std_dif_mrp_ideology,dif_demshare_pres,std_dif_demshare_pres,dif_year,std_dif_year,dif_policy_updated,std_dif_policy_updated,dif_policy_updated_economic,std_dif_policy_updated_economic,dif_policy_updated_social,std_dif_policy_updated_social,dif_index,std_dif_index,dif_census_reg,std_dif_census_reg,dif_vep,std_dif_vep,sim_score,sim_binary,same_census,elect_tie,full_tie,censored_tie
OR,AL,Oregon,Alabama,0,51.600868,.048398938,.7622505046915474,.81088924,4,10.71,.8259,.0189,.0109,.045,.0039,.0954,76855,4237256,-.1602617647145091,.5830715698544173,2020,-2.29261116783982,-2.16743957555293,-1.79623122355669,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,1.1,-.12294766,.15090001,.11068738,.24699999,1.6866182,.0057999999,-.46717337,.031099999,-.1360777,.0035000001,-.12082571,.0557,.1254116,22166,.94374126,787023,-.74014539,.35856992,1.4331309,.21218532,1.0521338,0,,4.9733648,2.0073555,4.0909114,1.729766,4.4018278,2.1071818,.056967318,-.080868945,2,.75381202,.14406407,1.5488625,.013333334,0,0,0,1,0
NC,AL,North Carolina,Alabama,0,,,.7278844982698383,.76182473,2,10.32,.6758,.2135,.0116,.0297,.0007,.0686,60430,10439388,.0472439153142487,.4931581746681328,2020,1.97001775092469,1.33636985730727,1.19916273120351,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.70999998,-.56656402,.00079999998,-1.1653154,.0524,-.5499894,.0065000001,-.44660172,.015799999,-.36578247,.00030000001,-.28288281,.028899999,-.44569498,5741,-.77134675,5415109,-.15997188,.15106425,-.18597725,.12227193,.015293231,0,,.7107361,-.86232328,.58710217,-.89797908,1.4064339,-.2615332,.007902801,-1.1512936,0,-1.2747456,.10969806,.8552503,.14880952,1,1,0,0,0
AR,AL,Arkansas,Alabama,0,,,.5647418339448571,.70805335,2,9.26,.7537,.152,.0064,.0153,.0035,.0692,50777,3011524,.1835114225410323,.3578756672201685,2020,1.97259339985652,1.30503778526939,1.59723569432375,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.34999999,-.97605598,.078699999,-.50308615,.1139,.15685216,.0013,-.59941953,.0014,-.58197516,.0031000001,-.14108285,.0295,-.43290901,3912,-.96232975,2012755,-.58648849,.014796738,-1.2492341,.013010585,-1.2446591,0,,.7081604,-.86405724,.61843425,-.87448102,1.008361,-.57632369,.045868576,-.32300663,0,-1.2747456,.053444605,-.28011793,.34375,1,1,0,0,0
NJ,AL,New Jersey,Alabama,0,,,.7195035355969399,.74575996,1,12.24,.655,.1339,.0025,.0965,.0004,.1117,85549,9288994,-.1616951066004144,.5807128358679484,2020,-2.92999394483718,-2.32232437301603,-2.59459468630006,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,2.6300001,1.6173934,.02,-1.0020958,.132,.36488196,.0026,-.56121504,.082599998,.63711149,0,-.29807565,.071999997,.47276366,30860,1.8515632,4264715,-.30418444,.36000326,1.4443148,.20982659,1.0249339,0,,5.6107478,2.4364533,4.2457962,1.8459247,5.2001915,2.7385166,.008161962,-1.1456397,1,-.26046681,.1013171,.68609673,.0055555557,0,0,0,0,0
PA,AL,Pennsylvania,Alabama,0,,,.7009650030251587,.79244637,1,11.15,.7937,.1109,.0016,.0351,.0003,.0583,70789,13002700,.008511830924437,.5058920525934906,2020,-.0500580386771865,-.606903498567464,.480765832113714,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,1.54,.37754247,.1187,-.16304545,.155,.62922925,.0035000001,-.53476584,.021199999,-.2847102,.000099999997,-.29301137,.0186,-.66518742,16100,.31033343,7978421,.16136307,.18979633,.11623824,.1350058,.16213453,0,,2.7308118,.4976283,2.5303755,.55941391,2.1248307,.30656478,.038524449,-.48323107,1,-.26046681,.082778566,.31193188,.004901961,0,0,0,0,0
KS,AL,Kansas,Alabama,0,225.26845,.00015162524,.6566092897533185,.74258441,3,10.12,.8296,.0569,.0076,.0299,.0008,.0752,73082,2937880,.0689247056591136,.4250657174436865,2020,1.08623148190818,1.09120488803601,.843616565398298,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.50999999,-.79405951,.15459999,.14214104,.20900001,1.2498708,.0024999999,-.56415385,.016000001,-.36277977,.00039999999,-.27781853,.035500001,-.3050493,18393,.54976702,2086399,-.57725656,.12938346,-.35514629,.054179467,-.76991814,0,,1.5945224,-.26734236,.83226711,-.71411318,1.7619801,.01962762,.011337519,-1.0763595,1,-.26046681,.038422853,-.58330321,.080882356,1,0,0,1,0
ND,AL,North Dakota,Alabama,0,,,.6340248650435035,.8779825,3,9.050000000000001,.8568,.0315,.0515,.0158,.0013,.0432,64115,779094,.1740901280847008,.3278259157710337,2020,1.50470318063066,1.47993570878862,.672731704788613,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.56,-.73718566,.18179999,.37336871,.2344,1.541802,.046399999,.72598082,.0019,-.57446843,.00089999998,-.25249711,.0035000001,-.98696762,9426,-.38656139,4245185,-.3066327,.024218032,-1.1757225,.043060336,-.89813894,0,,1.1760507,-.54906505,.44353631,-1.0056489,1.9328649,.15476094,.12406057,1.3828828,1,-.26046681,.015838427,-1.0391266,.044943821,1,0,0,0,0
ME,AL,Maine,Alabama,0,,,.7575014299638699,.79687202,1,9.039999999999999,.9368,.0139,.0066,.0114,.0001,.0312,63693,1362359,-.0448804293992012,.5467040458200397,2020,-2.09503480678891,-2.2498820181984,-1.43623071097753,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.56999999,-.72581089,.26179999,1.0534501,.252,1.7440852,.0015,-.59354192,.0024999999,-.56546044,.00030000001,-.28288281,.0085000005,-.88041788,9004,-.43062636,3661920,-.37975037,.24318859,.53284299,.17581779,.63275987,0,,4.7757888,1.8743438,4.1733541,1.7915955,4.0418272,1.8224984,.042950094,-.38667819,1,-.26046681,.13931499,1.4530114,.027027028,0,0,0,0,0
CA,AL,California,Alabama,0,76.245392,.02525752,.6862115872658418,.73122853,4,12.19,.5605,.0572,.0079,.1483,.0038,.2223,77652,39538223,-.1983560766850321,.6490891136066757,2020,-3.61103971874294,-3.27082065897278,-2.96935656301814,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,2.5799999,1.5605192,.1145,-.19874969,.2087,1.2464226,.0027999999,-.55533749,.1344,1.4148046,.0034,-.12589,.18260001,2.829644,22963,1.0269635,34513944,3.4878371,.39666423,1.73037,.27820286,1.8134181,0,,6.2917933,2.8949456,5.1942925,2.5572667,5.5749531,3.0348728,.022693396,-.82861203,2,.75381202,.068025149,.014162431,.0098522166,0,0,0,1,0
MS,AL,Mississippi,Alabama,1,114.96838,.00409518,.6037052183304936,.66078198,2,8.91,.58,.3768,.0047,.01,.0004,.0282,45134,2961279,.2219578555697477,.4161501417261114,2020,2.93363656023849,2.57831110978148,2.58163174150658,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.69999999,-.5779388,.094999999,-.36451957,.1109,.1223721,.00039999999,-.62586874,.0038999999,-.5444417,0,-.29807565,.0115,-.81648803,9555,-.37309131,2063000,-.58018982,.023649696,-1.1801569,.04526389,-.87272853,0,,.25288275,-1.1705585,.6548391,-.84717852,.023964917,-1.3547702,.093139946,.70829761,0,-1.2747456,.014481219,-1.0665193,.41666666,1,1,0,1,0
MT,AL,Montana,Alabama,0,,,.7279669132853939,.78723395,4,8.470000000000001,.878,.0056,.0617,.0082,.0006,.046,56741,1084225,.2006425519940953,.4160281990795189,2020,-.109656689878988,-.234748600622822,.233571625135346,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,1.14,-.077448599,.20299999,.5535903,.26030001,1.8394802,.056600001,1.0257388,.0057000001,-.51741761,.00019999999,-.28794709,.0063,-.9272998,2052,-1.1565498,3940054,-.34488371,.0023343922,-1.3464743,.045141947,-.87413472,0,,2.7904105,.5377512,2.1582205,.28030956,2.372025,.50204253,.033312023,-.59694886,2,.75381202,.10978048,.85691375,.03960396,1,0,0,0,0
CT,AL,Connecticut,Alabama,0,,,.7070052135751564,.826469,1,11.41,.7422,.107,.0025,.0457,.0003,.1022,79432,3605944,-.181154275122481,.6019504908807785,2020,-2.65193921329184,-2.64189873845479,-1.96908837402379,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,1.8,.67328668,.067199998,-.60084784,.15889999,.67405325,.0026,-.56121504,.031800002,-.1255683,.000099999997,-.29301137,.0625,.27031922,24743,1.2128299,1418335,-.66100454,.37946242,1.5961492,.23106425,1.269837,0,,5.3326931,2.2492619,4.5653706,2.0855951,4.5746851,2.243875,.072547078,.25902966,1,-.26046681,.088818774,.43384191,.015151516,0,0,0,0,0
TN,AL,Tennessee,Alabama,1,,,.5973217654875912,.77279973,2,10.2,.7673,.1667,.0025,.0181,.0006,.0447,54975,6910840,.1532279338319668,.3817222962793365,2020,1.72143016482,1.80502185780125,1.9442574301393,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.58999997,-.70306134,.092299998,-.3874723,.099200003,-.012100176,.0026,-.56121504,.0041999999,-.53993767,.00019999999,-.28794709,.0049999999,-.95500273,286,-1.3409543,1886561,-.60230809,.045080226,-1.0129406,.010836044,-1.2697349,0,,.95932364,-.69496959,.11845016,-1.2494531,.66133922,-.85074359,.018877804,-.91185558,0,-1.2747456,.020864673,-.9376815,.26732674,1,1,0,0,0
NY,AL,New York,Alabama,0,183.28526,.00068692467,.6109621757814182,.73016864,1,12.56,.6231,.1539,.0039,.0858,.0005,.1328,68659,20201249,-.207388761709024,.6171683489301224,2020,-3.1272052475224,-2.86830110874631,-1.99227271629419,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,2.95,1.9813861,.051899999,-.7309134,.112,.13501483,.0012000001,-.60235828,.071900003,.47646835,.000099999997,-.29301137,.093099996,.92240351,13970,.087920181,15176970,1.0637679,.40569693,1.8008497,.2462821,1.4453224,0,,5.8079591,2.5692196,4.7917733,2.2553902,4.5978694,2.2622087,.023753285,-.80548877,1,-.26046681,.0072242618,-1.2129871,0,0,0,0,1,0
IN,AL,Indiana,Alabama,0,451.48526,3.0365996e-07,.615478761537986,.80186021,3,10.41,.8228,.0944,.0021,.0237,.0003,.0567,66805,6785528,.0911126500750144,.4180495199255704,2020,1.12707021225443,1.31776563780127,.895172611673179,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.80000001,-.46419099,.1478,.084334157,.1715,.81886965,.003,-.54945987,.0098000001,-.45586273,.000099999997,-.29301137,.017000001,-.6992833,12116,-.10567331,1761249,-.61801714,.10719551,-.52827257,.047163267,-.85082579,0,,1.5536836,-.29483572,.60570639,-.88402647,1.7104241,-.021142129,.047938287,-.27785239,1,-.26046681,.002707676,-1.3041457,.04524887,1,0,0,1,0
TX,AL,Texas,Alabama,0,,,.6082471693230662,.79600978,2,11.17,.6916,.121,.0048,.0494,.0009,.1322,68404,29145505,.0520314052828722,.4716927876322047,2020,1.48628633802315,1.28673844981195,1.39524992405923,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,1.5599999,.40029198,.0166,-1.0309993,.14489999,.51314628,.00030000001,-.62880754,.035500001,-.070018798,.00050000002,-.27275422,.092500001,.90961766,13715,.061293244,24121226,2.1850133,.14627676,-.22333267,.10080653,-.23223594,0,,1.1944674,-.53666657,.63673359,-.86075705,1.2103467,-.41659623,.042087853,-.40548941,0,-1.2747456,.0099392682,-1.1581899,.16969697,1,1,0,0,0
OK,AL,Oklahoma,Alabama,0,,,.5531347534536685,.71209711,2,9.94,.7115,.0729,.0769,.022,.0016,.1151,52471,3959353,.1565132177050458,.3305996050309349,2020,1.5853266455082,1.3655376530403,1.931204057219,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.33000001,-.99880552,.036499999,-.86182904,.193,1.065977,.071800001,1.4724369,.0081000002,-.4813855,.0012000001,-.23730424,.075400002,.54521757,2218,-1.1392162,1064926,-.70530766,.041794941,-1.0385748,.040286645,-.93012387,0,,1.0954272,-.60334229,.55793434,-.91985399,.67439258,-.84042114,.041824818,-.41122797,0,-1.2747456,.065051682,-.045851309,.16438356,1,1,0,0,0
SD,AL,South Dakota,Alabama,0,,,.6639032859205182,.71918243,3,8.73,.8361,.0214,.0853,.0141,.0006,.0425,70189,886667,.228284112249124,.365652201383185,2020,1.35065748005325,1.29598053070804,1.41126809470243,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.88,-.37319279,.1611,.19739771,.2445,1.6578848,.080200002,1.7192965,.00019999999,-.5999912,.00019999999,-.28794709,.0027999999,-1.0018846,15500,.24768181,4137612,-.32011798,.029975953,-1.130795,.0052340501,-1.3343345,0,,1.3300964,-.44535872,.62749147,-.86768836,1.1943285,-.42926314,.034739494,-.56580621,1,-.26046681,.045716848,-.43608791,.045454547,1,0,0,0,0
MO,AL,Missouri,Alabama,0,,,.6597794693627023,.82341701,3,10.2,.8129,.114,.004,.0202,.0015,.0475,62178,6154913,.1144897709656352,.4216417935559855,2020,1.26663040473206,.789522537448806,1.25710373148544,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.58999997,-.70306134,.13789999,.00017405661,.15189999,.59359974,.0011,-.60529709,.0063,-.50840956,.0011,-.24236853,.0077999998,-.89533484,7489,-.58882171,1130634,-.69707054,.083818391,-.71067768,.050755542,-.80940133,0,,1.4141234,-.38879019,1.1339495,-.48786101,1.348493,-.3073521,.069495082,.19244523,1,-.26046681,.04159303,-.5193193,.084745765,1,0,0,0,0
HI,AL,Hawaii,Alabama,0,,,.5569281651073195,.80938625,5,11.09,.2415,.0188,.0025,.3764,.104,.2568,80825,1455271,-.2091609367073314,.6503266464651488,2020,-2.34896370662387,-1.90112926480999,-2.12672099813556,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,1.48,.30929387,.43349999,2.5130749,.2471,1.6877676,.0026,-.56121504,.36250001,4.8393574,.1036,4.9485226,.21709999,3.5648367,26136,1.3582861,3569008,-.39139774,.40746909,1.8146774,.2794404,1.8276889,0,,5.0297174,2.0452931,3.8246012,1.5300418,4.7323174,2.3685284,.055464327,-.1136592,3,1.7680908,.061258271,-.12241405,0,0,0,0,0,0
RI,AL,Rhode Island,Alabama,0,95.688324,.013987812,.6313336637091138,.86607927,1,11.72,.79,.0654,.0041,.0345,.0007,.1052,80175,1097379,-.1998223252729885,.6059935988395926,2020,-2.41285010806612,-2.3092309590477,-1.76405307328318,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,2.1099999,1.0259047,.115,-.19449918,.2005,1.1521771,.001,-.6082359,.0206,-.29371822,.00030000001,-.28288281,.065499999,.33424905,25486,1.2904135,3926900,-.34653267,.39813048,1.7418107,.23510735,1.3164603,0,,5.0936041,2.0883029,4.2327032,1.8361053,4.3696499,2.0817361,.11215734,1.123194,1,-.26046681,.013147226,-1.0934434,.0125,0,0,0,1,0
MN,AL,Minnesota,Alabama,0,,,.7976189277506597,.88661325,3,10.46,.8164,.0643,.0097,.0491,.0004,.06,78753,5706494,-.0417558347907784,.5363951364856667,2020,-1.19712644678138,-1.20784451379533,-.776835752525645,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.85000002,-.4073171,.14139999,.029927615,.2016,1.1648198,.0046000001,-.50243896,.0352,-.074522831,0,-.29807565,.020300001,-.62896049,24064,1.1419293,682215,-.75328404,.240064,.50846267,.16550888,.51388222,0,,3.8778803,1.2698556,3.1313164,1.0101004,3.3824325,1.3010584,.13269132,1.5711772,1,-.26046681,.1794325,2.2627063,0,0,0,0,0,0
AK,AL,Alaska,Alabama,0,,,.6842367843946732,.83438462,5,8.74,.6336000000000001,.0324,.1456,.0642,.0142,.11,74746,733391,.1758218543808757,.4473815127615069,2020,.104944664336529,.155109370321124,.223920038828528,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.87,-.38456756,.0414,-.8201741,.2335,1.531458,.14049999,3.4913948,.050299998,.15217923,.0138,.40079555,.070299998,.43653676,20057,.72352082,4290888,-.30090341,.022486305,-1.1892346,.07649526,-.51258254,0,,2.5758092,.39327773,1.7683626,-.012071416,2.3816767,.50967491,.080462694,.43172207,3,1.7680908,.066050343,-.025695249,.11627907,1,0,0,0,0
FL,AL,Florida,Alabama,1,595.7218,5.2078177e-09,.7234663542126619,.83392054,2,11.46,.7164,.1594,.0026,.0278,.0006,.0932,57763,21538187,.002403528257026,.4830524533785844,2020,1.27442229649935,1.47700591114495,1.00682007072931,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,1.85,.73016059,.0414,-.8201741,.1065,.071801312,.0024999999,-.56415385,.0139,-.39430788,.00019999999,-.28794709,.0535,.078529716,3074,-1.0498332,16513908,1.2313656,.19590463,.16389957,.1121662,-.10124137,0,,1.4063315,-.39403582,.44646612,-1.0034516,1.5987766,-.10943138,.079998612,.42159736,0,-1.2747456,.10527992,.76607853,.10958904,1,1,0,1,0
KY,AL,Kentucky,Alabama,0,,,.6480253280075248,.7995885,2,9.789999999999999,.8625,.081,.0019,.0153,.0007,.0387,56755,4505836,.134872699767784,.3679989709973703,2020,1.30335172780028,1.40787698920671,.962796937549683,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.18000001,-1.1694272,.1875,.42182457,.1849,.97288072,.0031999999,-.54358226,.0014,-.58197516,.00030000001,-.28288281,.001,-1.0402424,2066,-1.1550879,518443,-.77381438,.063435458,-.86971992,.0028872807,-1.3613964,0,,1.3774021,-.41351166,.51559502,-.95160717,1.6427997,-.074618489,.045666575,-.32741359,0,-1.2747456,.02983889,-.75655407,.21893491,1,1,0,0,0
IL,AL,Illinois,Alabama,0,105.51356,.010878772,.6613083392174541,.82306796,3,11.62,.6979,.1413,.0027,.0558,.0004,.102,74334,12812508,-.1212911321920396,.5865904373280693,2020,-1.87246428715557,-1.45601639610614,-2.0674563079324,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,2.01,.912157,.0229,-.97744292,.1246,.27983114,.0024000001,-.56709266,.041900001,.026066855,0,-.29807565,.0623,.26605725,19645,.68050003,7788229,.13752073,.3195993,1.1290542,.21570419,1.0927118,0,,4.5532179,1.7245051,3.3794885,1.1962215,4.6730528,2.3216627,.069146037,.18483023,1,-.26046681,.0431219,-.48846197,.019607844,0,0,0,1,0
OH,AL,Ohio,Alabama,0,,,.6703559262253495,.81708872,3,10.88,.8047,.1236,.0018,.023,.0003,.0467,60379,11799448,.0384514268111144,.4592330235229729,2020,.209332983731162,-.0254142908490439,.496454621459256,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,1.27,.070423499,.12970001,-.069534197,.14229999,.48326352,.0033,-.54064345,.0091000004,-.4663721,.000099999997,-.29301137,.0070000002,-.91238278,5690,-.77667212,6775169,.01052426,.15985674,-.11737193,.088346772,-.37591627,0,,2.4714208,.32300153,1.9488863,.12331555,2.1091421,.29415843,.063166797,.054383092,1,-.26046681,.052169487,-.30585375,.021551725,0,0,0,0,0
WI,AL,Wisconsin,Alabama,0,,,.7530341515656736,.87978989,3,10.19,.843,.0634,.0084,.0281,.0005,.0567,67405,5893718,.0042560959340466,.5031906326653399,2020,.232604542145862,.474641515131464,-.0983100021454175,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.57999998,-.71443611,.168,.2560547,.2025,1.1751639,.0033,-.54064345,.0142,-.38980386,.000099999997,-.29301137,.017000001,-.6992833,12716,-.043021698,869439,-.72981375,.19405207,.14944459,.13230439,.13098301,0,,2.4481492,.30733469,1.4488305,-.25171033,2.7039068,.76448995,.12586796,1.4223142,1,-.26046681,.13484772,1.3628479,.0059523811,0,0,0,0,0
NV,AL,Nevada,Alabama,0,112.44901,.0048713293,.6614806395037343,.8486293,4,11.77,.6208,.0933,.0124,.0833,.0071,.1832,61164,3104614,-.0312917040800406,.512231173400438,2020,-.619795809902352,-.0878344538015397,-1.30498692286097,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,2.1600001,1.0827788,.054200001,-.71136105,.1726,.83151239,.0073000002,-.42309129,.069399998,.4389348,.0066999998,.041231364,.1435,1.9964249,6475,-.69470292,1919665,-.59815818,.22959986,.42681399,.14134492,.23523436,0,,3.3005497,.88118619,2.0113065,.17012875,3.9105835,1.7187128,.09470737,.74249357,2,.75381202,.043294203,-.48498437,0,0,0,0,1,0
WY,AL,Wyoming,Alabama,0,,,.6533858944215532,.73802751,4,8.26,.9035,.0087,.0226,.0084,.001,.0558,65450,576851,.3508838213720116,.2751956562441491,2020,1.33178024821234,1.69480058341272,.787735475475022,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,1.35,.16142176,.22849999,.77036619,.2572,1.8038507,.0175,-.12333335,.0055,-.52042031,.00060000003,-.26768994,.016100001,-.71846229,10761,-.24716155,4447428,-.28127965,.15257566,-.17418414,.095690593,-.29123065,0,,1.3489735,-.43265027,.22867143,-1.1667907,1.8178612,.063817635,.015894413,-.97694325,2,.75381202,.035199456,-.64836133,.057142857,1,0,0,0,0
MD,AL,Maryland,Alabama,0,54.490643,.04218965,.698822214216433,.831478,2,11.71,.5424,.2986,.0026,.0637,.0004,.0922,94789,6177224,-.1637275362138543,.6702904704709234,2020,-2.43277182772417,-1.92119243523146,-1.98482136386901,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,2.0999999,1.0145299,.13259999,-.044881336,.032699998,-.77640861,.0024999999,-.56415385,.049800001,.14467257,0,-.29807565,.052499998,.057219725,40100,2.8163981,1152945,-.69427365,.36203569,1.4601734,.29940423,2.0579028,0,,5.1135259,2.1017146,3.8446646,1.5450888,4.5904179,2.2563162,.077556074,.36830929,0,-1.2747456,.080635779,.26868382,.018181818,0,1,0,1,0
NM,AL,New Mexico,Alabama,0,60.848148,.027867381,.6103098296260801,.81785929,4,9.9,.7,.0207,.0931,.0161,.0009,.1693,50906,2117522,.0098913126228344,.5551849015171975,2020,-1.43066933998225,-.782467576293605,-1.54843764500398,.6181864376688054,.75392193,2,9.609999999999999,.675,.2659,.0051,.0139,.0004,.0397,54689,5024279,.1983081598337674,.3708862516664528,2020,2.68075381822424,1.9234720209242,2.60559665884104,.28999999,-1.0443046,.025,-.95959073,.24519999,1.6659302,.088,1.948523,.0022,-.56996447,.00050000002,-.27275422,.1296,1.7002168,3783,-.97579986,2906757,-.47441706,.18841685,.10547459,.18429865,.73055732,0,,4.111423,1.4270808,2.7059395,.69108135,4.1540341,1.9112301,.063937366,.071194343,2,.75381202,.0078766076,-1.1998208,.011627907,0,0,0,1,0
